No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,Kategori_PM2.5
444,2013,3,19,11,59.0,63.0,19.0,41.0,700.0,24.0,3.2,1007.9,-0.3,0.0,NNE,1.4,Aotizhongxin,2013-03-19,Sedang
445,2013,3,19,12,60.0,63.0,20.0,35.0,700.0,28.0,3.5,1007.4,-0.2,0.0,N,2.1,Aotizhongxin,2013-03-19,Sedang
446,2013,3,19,13,45.0,61.0,28.0,39.0,700.0,29.0,4.0,1007.3,0.0,0.0,NE,2.9,Aotizhongxin,2013-03-19,Sedang
447,2013,3,19,14,50.0,58.0,21.0,36.0,700.0,29.0,4.8,1007.4,0.0,0.0,NE,2.3,Aotizhongxin,2013-03-19,Sedang
448,2013,3,19,15,52.0,57.0,22.0,35.0,600.0,34.0,4.4,1008.2,0.2,0.0,NE,2.1,Aotizhongxin,2013-03-19,Sedang
462,2013,3,20,5,31.0,27.0,4.0,32.0,1000.0,20.0,-4.3,1019.4,-4.7,0.0,SSW,1.2,Aotizhongxin,2013-03-20,Rendah
463,2013,3,20,6,23.0,6.0,3.0,22.0,700.0,27.0,-5.7,1019.6,-6.0,0.0,N,0.0,Aotizhongxin,2013-03-20,Rendah
464,2013,3,20,7,27.0,6.0,3.0,32.0,1000.0,17.0,-2.3,1020.2,-2.3,0.0,SSW,0.1,Aotizhongxin,2013-03-20,Rendah
465,2013,3,20,8,39.0,51.0,9.0,61.0,1300.0,4.0,-0.1,1020.7,-1.1,0.0,W,1.7,Aotizhongxin,2013-03-20,Sedang
466,2013,3,20,9,42.0,23.0,24.0,72.0,1300.0,7.0,1.9,1021.0,-2.1,0.0,SW,2.3,Aotizhongxin,2013-03-20,Sedang
467,2013,3,20,10,24.0,30.0,29.0,62.0,1200.0,17.0,2.6,1020.4,-4.0,0.0,W,3.0,Aotizhongxin,2013-03-20,Rendah
468,2013,3,20,11,40.0,9.0,28.0,41.0,900.0,39.0,3.1,1019.4,-3.3,0.0,SW,1.7,Aotizhongxin,2013-03-20,Sedang
469,2013,3,20,12,27.0,6.0,19.0,27.0,600.0,57.0,3.8,1018.8,-5.2,0.0,WSW,2.4,Aotizhongxin,2013-03-20,Rendah
470,2013,3,20,13,33.0,68.0,27.0,38.0,1000.0,49.0,4.7,1017.7,-3.6,0.0,SSW,2.1,Aotizhongxin,2013-03-20,Rendah
471,2013,3,20,14,51.0,27.0,20.0,27.0,800.0,68.0,5.4,1016.6,-3.4,0.0,SW,3.8,Aotizhongxin,2013-03-20,Sedang
472,2013,3,20,15,30.0,32.0,15.0,27.0,700.0,70.0,5.4,1015.5,-4.2,0.0,W,3.2,Aotizhongxin,2013-03-20,Rendah
473,2013,3,20,16,37.0,48.0,17.0,28.0,700.0,65.0,5.4,1015.1,-3.2,0.0,SW,4.0,Aotizhongxin,2013-03-20,Sedang
474,2013,3,20,17,41.0,46.0,21.0,30.0,700.0,64.0,4.4,1014.5,-2.3,0.0,SW,3.4,Aotizhongxin,2013-03-20,Sedang
475,2013,3,20,18,59.0,63.0,17.0,37.0,700.0,55.0,3.8,1014.2,-2.4,0.0,SW,3.4,Aotizhongxin,2013-03-20,Sedang
476,2013,3,20,19,78.0,81.0,9.0,53.0,800.0,36.0,3.4,1014.2,-2.4,0.0,SW,3.9,Aotizhongxin,2013-03-20,Tinggi
477,2013,3,20,20,69.0,89.0,8.0,52.0,900.0,35.0,3.1,1013.8,-2.4,0.0,SW,2.9,Aotizhongxin,2013-03-20,Sedang
478,2013,3,20,21,77.0,89.0,7.0,51.0,1000.0,33.0,2.8,1013.6,-2.5,0.0,SW,2.2,Aotizhongxin,2013-03-20,Tinggi
479,2013,3,20,22,81.0,96.0,7.0,54.0,1000.0,29.0,2.8,1012.7,-2.7,0.0,SW,2.2,Aotizhongxin,2013-03-20,Tinggi
480,2013,3,20,23,106.0,106.0,7.0,50.0,1000.0,32.0,2.2,1011.8,-2.9,0.0,WSW,1.9,Aotizhongxin,2013-03-20,Tinggi
481,2013,3,21,0,92.0,108.0,8.0,51.0,1000.0,26.0,1.9,1011.3,-2.6,0.0,SW,2.3,Aotizhongxin,2013-03-21,Tinggi
482,2013,3,21,1,112.0,116.0,7.0,47.0,1100.0,25.0,1.7,1010.6,-2.8,0.0,SW,2.4,Aotizhongxin,2013-03-21,Tinggi
483,2013,3,21,2,97.0,105.0,7.0,44.0,1000.0,23.0,1.0,1009.6,-2.8,0.0,WNW,1.0,Aotizhongxin,2013-03-21,Tinggi
484,2013,3,21,3,103.0,106.0,7.0,46.0,800.0,19.0,-0.8,1008.9,-2.7,0.0,NW,0.5,Aotizhongxin,2013-03-21,Tinggi
485,2013,3,21,4,78.0,80.0,6.0,56.0,900.0,9.0,-1.7,1008.5,-3.0,0.0,WNW,0.7,Aotizhongxin,2013-03-21,Tinggi
486,2013,3,21,5,73.0,79.0,6.0,54.0,900.0,9.0,-1.7,1008.0,-2.7,0.0,ESE,0.1,Aotizhongxin,2013-03-21,Sedang
487,2013,3,21,6,73.0,83.0,5.0,58.0,900.0,3.0,-0.6,1007.6,-2.2,0.0,ENE,1.5,Aotizhongxin,2013-03-21,Sedang
488,2013,3,21,7,112.0,114.0,6.0,68.0,1399.0,2.0,0.2,1006.9,-2.0,0.0,N,0.7,Aotizhongxin,2013-03-21,Tinggi
489,2013,3,21,8,116.0,119.0,8.0,70.0,1600.0,2.0,1.4,1005.9,-1.8,0.0,NNE,1.6,Aotizhongxin,2013-03-21,Sangat Tinggi
490,2013,3,21,9,120.0,129.0,12.0,71.0,1800.0,2.0,2.7,1005.3,-2.2,0.0,N,1.6,Aotizhongxin,2013-03-21,Sangat Tinggi
491,2013,3,21,10,130.0,141.0,23.0,75.0,1700.0,2.0,3.7,1004.5,-1.9,0.0,NNW,1.7,Aotizhongxin,2013-03-21,Sangat Tinggi
492,2013,3,21,11,142.0,163.0,39.0,82.0,1700.0,6.0,5.0,1003.0,-1.9,0.0,ENE,2.4,Aotizhongxin,2013-03-21,Sangat Tinggi
493,2013,3,21,12,162.0,172.0,44.0,88.0,1600.0,10.0,6.2,1002.1,-1.5,0.0,ENE,2.0,Aotizhongxin,2013-03-21,Sangat Tinggi
494,2013,3,21,13,178.0,187.0,44.0,90.0,1600.0,15.0,6.9,1001.3,-1.3,0.0,NNE,3.0,Aotizhongxin,2013-03-21,Sangat Tinggi
495,2013,3,21,14,181.0,194.0,42.0,101.0,1700.0,18.0,7.5,1000.4,-1.2,0.0,NNW,1.4,Aotizhongxin,2013-03-21,Sangat Tinggi
496,2013,3,21,15,187.0,202.0,38.0,98.0,1600.0,26.0,7.7,1000.0,-0.8,0.0,ENE,1.4,Aotizhongxin,2013-03-21,Sangat Tinggi
497,2013,3,21,16,188.0,205.0,40.0,107.0,1600.0,22.0,7.7,999.8,-0.8,0.0,N,1.7,Aotizhongxin,2013-03-21,Sangat Tinggi
498,2013,3,21,17,187.0,211.0,40.0,114.0,1600.0,20.0,6.9,1000.2,-0.1,0.0,NNW,2.3,Aotizhongxin,2013-03-21,Sangat Tinggi
499,2013,3,21,18,190.0,221.0,34.0,122.0,1600.0,15.0,6.1,1001.4,0.0,0.0,N,1.1,Aotizhongxin,2013-03-21,Sangat Tinggi
500,2013,3,21,19,202.0,240.0,24.0,129.0,1700.0,7.0,5.5,1002.5,0.1,0.0,NE,1.4,Aotizhongxin,2013-03-21,Sangat Tinggi
501,2013,3,21,20,202.0,219.0,21.0,115.0,1600.0,14.0,5.2,1003.7,-0.2,0.0,ENE,2.5,Aotizhongxin,2013-03-21,Sangat Tinggi
502,2013,3,21,21,205.0,218.0,22.0,122.0,1700.0,6.0,4.8,1004.4,0.0,0.0,ENE,1.4,Aotizhongxin,2013-03-21,Sangat Tinggi
503,2013,3,21,22,217.0,236.0,19.0,128.0,1899.0,2.0,4.7,1005.5,0.1,0.0,NE,2.7,Aotizhongxin,2013-03-21,Sangat Tinggi
504,2013,3,21,23,228.0,234.0,18.0,122.0,1899.0,2.0,4.1,1006.8,0.1,0.0,NE,2.2,Aotizhongxin,2013-03-21,Sangat Tinggi
505,2013,3,22,0,202.0,209.0,18.0,115.0,1700.0,2.0,3.4,1007.6,-0.1,0.0,ENE,0.8,Aotizhongxin,2013-03-22,Sangat Tinggi
506,2013,3,22,1,172.0,179.0,18.0,101.0,1600.0,3.0,1.7,1008.7,-0.1,0.0,NE,0.6,Aotizhongxin,2013-03-22,Sangat Tinggi
507,2013,3,22,2,160.0,168.0,20.0,95.0,1399.0,2.0,1.1,1009.5,-0.4,0.0,NE,1.1,Aotizhongxin,2013-03-22,Sangat Tinggi
508,2013,3,22,3,117.0,170.0,30.0,87.0,1200.0,2.0,2.4,1010.1,-5.3,0.0,NE,2.0,Aotizhongxin,2013-03-22,Sangat Tinggi
509,2013,3,22,4,160.0,170.0,24.0,95.0,1200.0,14.0,4.4,1010.7,-11.3,0.0,NNE,2.0,Aotizhongxin,2013-03-22,Sangat Tinggi
510,2013,3,22,5,65.0,171.0,24.0,51.0,900.0,32.0,4.0,1011.6,-11.6,0.0,NE,2.0,Aotizhongxin,2013-03-22,Sedang
511,2013,3,22,6,18.0,168.0,12.0,43.0,500.0,36.0,2.7,1012.9,-8.4,0.0,ENE,0.9,Aotizhongxin,2013-03-22,Rendah
512,2013,3,22,7,26.0,33.0,18.0,68.0,700.0,14.0,5.8,1013.9,-7.8,0.0,ENE,1.4,Aotizhongxin,2013-03-22,Rendah
513,2013,3,22,8,10.0,15.0,24.0,66.0,600.0,19.0,7.6,1014.8,-9.3,0.0,ENE,2.3,Aotizhongxin,2013-03-22,Rendah
514,2013,3,22,9,146.0,152.0,28.0,94.0,600.0,38.0,8.6,1014.8,-9.9,0.0,SE,1.5,Aotizhongxin,2013-03-22,Sangat Tinggi
515,2013,3,22,10,142.0,147.0,27.0,93.0,600.0,43.0,8.1,1014.4,-4.1,0.0,SW,4.4,Aotizhongxin,2013-03-22,Sangat Tinggi
516,2013,3,22,11,137.0,143.0,27.0,91.0,700.0,48.0,8.7,1013.7,-5.6,0.0,S,2.8,Aotizhongxin,2013-03-22,Sangat Tinggi
518,2013,3,22,13,56.0,130.0,41.0,48.0,1000.0,48.0,9.8,1011.9,-1.3,0.0,SW,3.9,Aotizhongxin,2013-03-22,Sedang
519,2013,3,22,14,75.0,176.0,31.0,52.0,1200.0,56.0,10.0,1011.1,-2.0,0.0,SW,4.2,Aotizhongxin,2013-03-22,Tinggi
521,2013,3,22,16,66.0,181.0,29.0,44.0,900.0,66.0,9.3,1010.2,-2.0,0.0,SSW,2.9,Aotizhongxin,2013-03-22,Sedang
522,2013,3,22,17,78.0,170.0,30.0,46.0,900.0,66.0,8.9,1010.3,-2.4,0.0,SSW,3.9,Aotizhongxin,2013-03-22,Tinggi
523,2013,3,22,18,76.0,157.0,29.0,47.0,900.0,66.0,8.1,1010.7,-3.4,0.0,SSW,3.0,Aotizhongxin,2013-03-22,Tinggi
524,2013,3,22,19,68.0,136.0,26.0,54.0,900.0,59.0,7.8,1011.0,-3.7,0.0,S,2.7,Aotizhongxin,2013-03-22,Sedang
525,2013,3,22,20,66.0,119.0,24.0,69.0,800.0,42.0,7.1,1011.8,-3.8,0.0,SSE,3.3,Aotizhongxin,2013-03-22,Sedang
526,2013,3,22,21,64.0,118.0,24.0,69.0,800.0,31.0,5.6,1011.7,-3.8,0.0,S,2.1,Aotizhongxin,2013-03-22,Sedang
527,2013,3,22,22,59.0,100.0,23.0,68.0,900.0,22.0,4.3,1011.8,-3.5,0.0,SSE,1.9,Aotizhongxin,2013-03-22,Sedang
528,2013,3,22,23,61.0,105.0,16.0,89.0,1200.0,2.0,3.1,1011.1,-3.3,0.0,SE,1.9,Aotizhongxin,2013-03-22,Sedang
529,2013,3,23,0,64.0,93.0,15.0,85.0,1500.0,2.0,2.7,1010.7,-3.0,0.0,SSE,1.7,Aotizhongxin,2013-03-23,Sedang
530,2013,3,23,1,60.0,81.0,13.0,80.0,1399.0,4.0,2.2,1009.8,-2.7,0.0,SSE,2.1,Aotizhongxin,2013-03-23,Sedang
531,2013,3,23,2,51.0,76.0,13.0,84.0,1300.0,2.0,2.0,1009.1,-2.7,0.0,SSW,0.9,Aotizhongxin,2013-03-23,Sedang
595,2013,3,25,18,113.0,163.0,42.0,63.0,1100.0,78.0,9.2,1012.6,-5.1,0.0,SSW,1.9,Aotizhongxin,2013-03-25,Tinggi
599,2013,3,25,22,109.0,151.0,44.0,94.0,1200.0,33.0,5.4,1012.2,-4.5,0.0,W,0.8,Aotizhongxin,2013-03-25,Tinggi
601,2013,3,26,0,101.0,161.0,45.0,102.0,1000.0,16.0,1.7,1011.8,-1.9,0.0,NW,0.7,Aotizhongxin,2013-03-26,Tinggi
608,2013,3,26,7,182.0,219.0,23.0,71.0,1500.0,2.0,3.2,1010.6,-3.8,0.0,NE,1.4,Aotizhongxin,2013-03-26,Sangat Tinggi
625,2013,3,27,0,143.0,230.0,44.0,86.0,1100.0,2.0,8.0,1002.9,3.8,0.0,SSW,1.5,Aotizhongxin,2013-03-27,Sangat Tinggi
626,2013,3,27,1,131.0,212.0,34.0,67.0,900.0,8.0,7.3,1002.8,3.9,0.0,SW,1.9,Aotizhongxin,2013-03-27,Sangat Tinggi
627,2013,3,27,2,128.0,187.0,35.0,55.0,900.0,11.0,6.1,1002.2,3.6,0.0,SSW,1.0,Aotizhongxin,2013-03-27,Sangat Tinggi
635,2013,3,27,10,182.0,243.0,26.0,55.0,1399.0,7.0,14.5,1003.8,0.0,0.0,NE,2.5,Aotizhongxin,2013-03-27,Sangat Tinggi
638,2013,3,27,13,45.0,70.0,30.0,24.0,500.0,76.0,19.5,1002.8,-5.5,0.0,NW,3.3,Aotizhongxin,2013-03-27,Sedang
642,2013,3,27,17,14.0,42.0,7.0,13.0,400.0,90.0,14.5,1005.5,-12.7,0.0,NE,3.9,Aotizhongxin,2013-03-27,Rendah
643,2013,3,27,18,12.0,18.0,4.0,15.0,400.0,85.0,12.7,1007.2,-13.3,0.0,NNE,3.5,Aotizhongxin,2013-03-27,Rendah
644,2013,3,27,19,10.0,26.0,4.0,19.0,400.0,82.0,11.6,1009.0,-15.1,0.0,NE,4.2,Aotizhongxin,2013-03-27,Rendah
645,2013,3,27,20,11.0,21.0,4.0,25.0,400.0,75.0,10.9,1010.5,-14.8,0.0,NNE,2.7,Aotizhongxin,2013-03-27,Rendah
646,2013,3,27,21,12.0,21.0,4.0,34.0,500.0,66.0,10.4,1012.2,-15.2,0.0,NNE,3.2,Aotizhongxin,2013-03-27,Rendah
647,2013,3,27,22,9.0,20.0,4.0,28.0,400.0,69.0,9.7,1013.0,-15.0,0.0,NE,2.3,Aotizhongxin,2013-03-27,Rendah
648,2013,3,27,23,9.0,20.0,4.0,28.0,400.0,61.0,8.1,1014.0,-14.2,0.0,ENE,2.8,Aotizhongxin,2013-03-27,Rendah
649,2013,3,28,0,16.0,33.0,6.0,34.0,400.0,60.0,6.8,1014.4,-14.1,0.0,ENE,2.3,Aotizhongxin,2013-03-28,Rendah
650,2013,3,28,1,16.0,34.0,7.0,34.0,400.0,66.0,5.9,1014.7,-11.7,0.0,ENE,2.0,Aotizhongxin,2013-03-28,Rendah
651,2013,3,28,2,6.0,20.0,9.0,28.0,400.0,62.0,5.3,1014.8,-13.7,0.0,ENE,3.0,Aotizhongxin,2013-03-28,Rendah
652,2013,3,28,3,12.0,21.0,7.0,40.0,400.0,51.0,4.5,1014.8,-12.5,0.0,NE,2.1,Aotizhongxin,2013-03-28,Rendah
653,2013,3,28,4,12.0,22.0,8.0,40.0,400.0,52.0,4.3,1015.7,-13.6,0.0,NE,2.0,Aotizhongxin,2013-03-28,Rendah
654,2013,3,28,5,10.0,23.0,8.0,32.0,400.0,56.0,4.3,1016.3,-15.1,0.0,NE,2.3,Aotizhongxin,2013-03-28,Rendah
655,2013,3,28,6,13.0,22.0,17.0,38.0,400.0,48.0,4.6,1016.9,-14.8,0.0,E,1.0,Aotizhongxin,2013-03-28,Rendah
656,2013,3,28,7,8.0,18.0,14.0,39.0,400.0,48.0,5.4,1017.3,-15.8,0.0,NNE,2.1,Aotizhongxin,2013-03-28,Rendah
657,2013,3,28,8,13.0,32.0,13.0,53.0,500.0,38.0,6.8,1017.6,-15.9,0.0,NE,1.8,Aotizhongxin,2013-03-28,Rendah
658,2013,3,28,9,13.0,32.0,13.0,53.0,500.0,52.0,7.4,1017.7,-16.1,0.0,ENE,1.4,Aotizhongxin,2013-03-28,Rendah
659,2013,3,28,10,10.0,30.0,10.0,41.0,500.0,59.0,8.8,1017.6,-11.8,0.0,SE,1.4,Aotizhongxin,2013-03-28,Rendah
660,2013,3,28,11,13.0,35.0,10.0,43.0,500.0,52.0,9.5,1017.1,-8.6,0.0,N,3.4,Aotizhongxin,2013-03-28,Rendah
661,2013,3,28,12,10.0,39.0,10.0,26.0,500.0,67.0,10.7,1016.3,-10.8,0.0,NNW,2.7,Aotizhongxin,2013-03-28,Rendah
663,2013,3,28,14,17.0,17.0,10.0,10.0,400.0,87.0,12.7,1014.1,-9.1,0.0,W,3.5,Aotizhongxin,2013-03-28,Rendah
664,2013,3,28,15,9.0,24.0,9.0,9.0,400.0,88.0,13.8,1013.5,-14.2,0.0,NW,3.2,Aotizhongxin,2013-03-28,Rendah
665,2013,3,28,16,3.0,6.0,6.0,12.0,400.0,88.0,14.2,1013.5,-13.0,0.0,NW,1.9,Aotizhongxin,2013-03-28,Rendah
666,2013,3,28,17,10.0,14.0,9.0,15.0,400.0,86.0,12.9,1013.3,-14.0,0.0,WNW,1.7,Aotizhongxin,2013-03-28,Rendah
667,2013,3,28,18,10.0,14.0,9.0,15.0,500.0,82.0,9.5,1014.2,-2.8,0.0,WSW,3.9,Aotizhongxin,2013-03-28,Rendah
668,2013,3,28,19,49.0,146.0,14.0,42.0,700.0,62.0,8.5,1014.9,-1.9,0.0,SW,3.6,Aotizhongxin,2013-03-28,Sedang
669,2013,3,28,20,95.0,193.0,22.0,70.0,1100.0,40.0,8.2,1015.6,-1.9,0.0,SW,1.4,Aotizhongxin,2013-03-28,Tinggi
670,2013,3,28,21,109.0,176.0,25.0,80.0,1300.0,33.0,6.4,1016.2,-2.2,0.0,S,0.4,Aotizhongxin,2013-03-28,Tinggi
671,2013,3,28,22,108.0,159.0,26.0,93.0,1500.0,20.0,4.6,1016.1,-1.8,0.0,WSW,0.2,Aotizhongxin,2013-03-28,Tinggi
672,2013,3,28,23,105.0,155.0,29.0,94.0,1399.0,12.0,2.8,1016.0,-2.3,0.0,NE,1.0,Aotizhongxin,2013-03-28,Tinggi
673,2013,3,29,0,93.0,127.0,31.0,104.0,1300.0,5.0,2.1,1016.3,-3.8,0.0,NE,1.4,Aotizhongxin,2013-03-29,Tinggi
674,2013,3,29,1,66.0,73.0,23.0,102.0,900.0,2.0,2.6,1016.6,-5.8,0.0,ENE,1.1,Aotizhongxin,2013-03-29,Sedang
675,2013,3,29,2,76.0,168.0,22.0,104.0,1000.0,2.0,2.2,1016.4,-5.7,0.0,ESE,0.4,Aotizhongxin,2013-03-29,Tinggi
676,2013,3,29,3,84.0,151.0,24.0,102.0,1100.0,2.0,3.5,1016.3,-4.7,0.0,ENE,1.5,Aotizhongxin,2013-03-29,Tinggi
677,2013,3,29,4,84.0,128.0,25.0,96.0,1100.0,2.0,3.2,1016.9,-6.0,0.0,NE,1.3,Aotizhongxin,2013-03-29,Tinggi
678,2013,3,29,5,84.0,128.0,25.0,96.0,1300.0,2.0,2.2,1017.6,-5.9,0.0,NE,1.2,Aotizhongxin,2013-03-29,Tinggi
679,2013,3,29,6,94.0,168.0,25.0,89.0,1399.0,2.0,2.6,1018.0,-5.8,0.0,NE,2.0,Aotizhongxin,2013-03-29,Tinggi
680,2013,3,29,7,90.0,163.0,21.0,84.0,1600.0,2.0,4.2,1018.4,-4.5,0.0,NNE,1.5,Aotizhongxin,2013-03-29,Tinggi
693,2013,3,29,20,93.0,237.0,41.0,101.0,1399.0,11.0,6.0,1016.1,-3.4,0.0,SE,2.3,Aotizhongxin,2013-03-29,Tinggi
715,2013,3,30,18,80.0,105.0,40.0,56.0,700.0,66.0,7.7,1015.5,0.9,0.0,S,1.7,Aotizhongxin,2013-03-30,Tinggi
716,2013,3,30,19,84.0,98.0,28.0,56.0,700.0,57.0,6.8,1016.9,1.3,0.0,S,1.5,Aotizhongxin,2013-03-30,Tinggi
717,2013,3,30,20,88.0,104.0,20.0,68.0,800.0,40.0,6.1,1017.6,1.0,0.0,SSE,1.4,Aotizhongxin,2013-03-30,Tinggi
718,2013,3,30,21,88.0,104.0,20.0,68.0,800.0,27.0,5.5,1017.8,1.2,0.0,SSW,1.5,Aotizhongxin,2013-03-30,Tinggi
719,2013,3,30,22,86.0,92.0,15.0,76.0,800.0,24.0,5.5,1017.9,1.6,0.0,SSW,1.8,Aotizhongxin,2013-03-30,Tinggi
720,2013,3,30,23,92.0,96.0,12.0,85.0,800.0,13.0,5.0,1017.7,1.5,0.0,SSW,1.5,Aotizhongxin,2013-03-30,Tinggi
721,2013,3,31,0,102.0,104.0,11.0,87.0,800.0,5.0,4.9,1017.9,1.6,0.0,SSW,1.3,Aotizhongxin,2013-03-31,Tinggi
722,2013,3,31,1,108.0,117.0,11.0,85.0,900.0,3.0,4.8,1017.4,1.6,0.0,SW,1.8,Aotizhongxin,2013-03-31,Tinggi
723,2013,3,31,2,110.0,111.0,11.0,87.0,1000.0,2.0,4.8,1016.9,2.0,0.0,WSW,1.1,Aotizhongxin,2013-03-31,Tinggi
724,2013,3,31,3,96.0,115.0,10.0,78.0,1399.0,2.0,4.9,1016.4,2.1,0.0,SW,0.4,Aotizhongxin,2013-03-31,Tinggi
725,2013,3,31,4,101.0,110.0,10.0,80.0,1399.0,2.0,4.8,1016.1,2.2,0.0,SSE,1.2,Aotizhongxin,2013-03-31,Tinggi
726,2013,3,31,5,96.0,115.0,10.0,80.0,1399.0,2.0,4.5,1016.0,2.2,0.0,SSW,1.7,Aotizhongxin,2013-03-31,Tinggi
727,2013,3,31,6,120.0,131.0,10.0,74.0,1300.0,2.0,4.4,1015.9,1.9,0.0,SE,1.4,Aotizhongxin,2013-03-31,Sangat Tinggi
728,2013,3,31,7,132.0,146.0,10.0,71.0,1200.0,2.0,4.7,1016.4,2.2,0.0,S,0.7,Aotizhongxin,2013-03-31,Sangat Tinggi
729,2013,3,31,8,132.0,146.0,10.0,71.0,1300.0,2.0,4.9,1016.0,2.4,0.0,SE,1.5,Aotizhongxin,2013-03-31,Sangat Tinggi
730,2013,3,31,9,151.0,179.0,11.0,60.0,1399.0,2.0,5.4,1015.5,2.6,0.0,SE,1.3,Aotizhongxin,2013-03-31,Sangat Tinggi
731,2013,3,31,10,151.0,179.0,11.0,60.0,1300.0,2.0,5.7,1014.8,2.3,0.0,SSW,0.6,Aotizhongxin,2013-03-31,Sangat Tinggi
732,2013,3,31,11,187.0,223.0,13.0,53.0,1200.0,2.0,5.8,1014.2,2.6,0.0,NNE,1.6,Aotizhongxin,2013-03-31,Sangat Tinggi
733,2013,3,31,12,205.0,231.0,14.0,57.0,1300.0,2.0,6.2,1012.9,2.5,0.0,N,2.4,Aotizhongxin,2013-03-31,Sangat Tinggi
734,2013,3,31,13,212.0,222.0,16.0,65.0,1399.0,6.0,5.9,1011.9,2.5,0.0,N,2.9,Aotizhongxin,2013-03-31,Sangat Tinggi
735,2013,3,31,14,221.0,230.0,22.0,73.0,1399.0,6.0,6.0,1010.5,2.8,0.0,NE,2.0,Aotizhongxin,2013-03-31,Sangat Tinggi
736,2013,3,31,15,225.0,247.0,18.0,69.0,1300.0,2.0,6.7,1009.7,2.9,0.0,N,1.7,Aotizhongxin,2013-03-31,Sangat Tinggi
737,2013,3,31,16,226.0,250.0,18.0,67.0,1300.0,7.0,6.9,1009.4,3.0,0.0,N,1.6,Aotizhongxin,2013-03-31,Sangat Tinggi
738,2013,3,31,17,228.0,245.0,24.0,75.0,1399.0,8.0,6.3,1009.2,2.9,0.0,NNE,1.7,Aotizhongxin,2013-03-31,Sangat Tinggi
739,2013,3,31,18,228.0,245.0,24.0,75.0,1399.0,3.0,5.7,1009.6,2.7,0.0,N,2.3,Aotizhongxin,2013-03-31,Sangat Tinggi
740,2013,3,31,19,227.0,251.0,21.0,86.0,1500.0,2.0,5.6,1009.6,2.8,0.0,NE,1.3,Aotizhongxin,2013-03-31,Sangat Tinggi
741,2013,3,31,20,235.0,239.0,16.0,81.0,1500.0,2.0,6.1,1009.8,2.7,0.0,NE,1.2,Aotizhongxin,2013-03-31,Sangat Tinggi
742,2013,3,31,21,235.0,272.0,17.0,71.0,1600.0,2.0,5.9,1009.9,2.9,0.0,NNE,1.8,Aotizhongxin,2013-03-31,Sangat Tinggi
743,2013,3,31,22,229.0,280.0,17.0,69.0,1700.0,2.0,6.5,1009.7,2.9,0.0,NE,2.0,Aotizhongxin,2013-03-31,Sangat Tinggi
744,2013,3,31,23,225.0,268.0,16.0,70.0,1600.0,2.0,6.3,1009.1,3.1,0.0,NW,0.4,Aotizhongxin,2013-03-31,Sangat Tinggi
745,2013,4,1,0,226.0,246.0,16.0,77.0,1600.0,2.0,6.6,1009.5,3.4,0.0,NE,0.8,Aotizhongxin,2013-04-01,Sangat Tinggi
746,2013,4,1,1,233.0,253.0,18.0,76.0,1899.0,2.0,6.6,1008.6,3.9,0.0,ESE,0.7,Aotizhongxin,2013-04-01,Sangat Tinggi
747,2013,4,1,2,240.0,272.0,19.0,72.0,1899.0,2.0,6.4,1008.6,4.1,0.0,E,1.1,Aotizhongxin,2013-04-01,Sangat Tinggi
756,2013,4,1,11,20.0,71.0,21.0,15.0,400.0,57.0,14.7,1010.6,-3.2,0.0,N,4.3,Aotizhongxin,2013-04-01,Rendah
761,2013,4,1,16,43.0,77.0,23.0,24.0,700.0,103.0,15.9,1013.0,-9.2,0.0,NNE,4.5,Aotizhongxin,2013-04-01,Sedang
762,2013,4,1,17,15.0,17.0,14.0,14.0,700.0,103.0,14.6,1013.7,-8.8,0.0,N,2.7,Aotizhongxin,2013-04-01,Rendah
763,2013,4,1,18,13.0,17.0,10.0,16.0,700.0,96.0,12.8,1014.5,-10.3,0.0,NNE,2.6,Aotizhongxin,2013-04-01,Rendah
764,2013,4,1,19,13.0,14.0,8.0,18.0,600.0,84.0,11.5,1015.7,-10.1,0.0,NNE,1.4,Aotizhongxin,2013-04-01,Rendah
765,2013,4,1,20,10.0,16.0,5.0,25.0,500.0,69.0,10.4,1017.2,-11.6,0.0,NNE,2.4,Aotizhongxin,2013-04-01,Rendah
766,2013,4,1,21,14.0,17.0,5.0,27.0,400.0,65.0,9.9,1017.6,-16.4,0.0,NE,1.9,Aotizhongxin,2013-04-01,Rendah
767,2013,4,1,22,13.0,13.0,4.0,17.0,400.0,75.0,6.0,1017.6,-12.1,0.0,NE,1.1,Aotizhongxin,2013-04-01,Rendah
768,2013,4,1,23,13.0,6.0,4.0,17.0,400.0,72.0,3.4,1018.1,-10.3,0.0,S,0.5,Aotizhongxin,2013-04-01,Rendah
769,2013,4,2,0,3.0,6.0,3.0,20.0,400.0,74.0,5.0,1018.0,-12.5,0.0,NNE,1.3,Aotizhongxin,2013-04-02,Rendah
770,2013,4,2,1,10.0,11.0,3.0,25.0,400.0,66.0,1.7,1017.7,-3.8,0.0,WSW,1.3,Aotizhongxin,2013-04-02,Rendah
771,2013,4,2,2,9.0,12.0,6.0,63.0,400.0,29.0,0.5,1017.4,-6.6,0.0,W,0.6,Aotizhongxin,2013-04-02,Rendah
772,2013,4,2,3,9.0,12.0,6.0,63.0,500.0,2.0,0.0,1016.9,-7.1,0.0,SSW,0.7,Aotizhongxin,2013-04-02,Rendah
